audio_id,filename,class_label,source,source_url,licence,author,date_fetched,duration_sec,sampling_rate,channels,recording_environment,recording_device,approximate_distance,original_or_augmented,parent_audio_id,segment_start_sec,segment_end_sec,sha256,dataset_split,freesound_id,fsd50k_split,fsd50k_labels,licence_url,environment_basis,fetch_batch
SS-ALM-0071,originals/alarm_or_siren/SS-ALM-0071.wav,Alarm or Siren,FSD50K (Freesound clip 118391),https://freesound.org/s/118391/,CC0-1.0,are16ocean,2026-09-23,19.644,44100,1,unspecified,unspecified,n/a,original,,,,55fc926fd11cf32987688e83d332232cf0a43e28589e1eda0555ea78e2b1fbc9,val,118391,dev,"Telephone,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0072,originals/alarm_or_siren/SS-ALM-0072.wav,Alarm or Siren,FSD50K (Freesound clip 135766),https://freesound.org/s/135766/,CC0-1.0,arseniiv,2026-09-23,2.356,44100,1,unspecified,unspecified,n/a,original,,,,5a58d98094c0bb0e851b5657a2a766f5836ff96b390b7edc5c4b9a135e1bcf56,train,135766,dev,Bell,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0073,originals/alarm_or_siren/SS-ALM-0073.wav,Alarm or Siren,FSD50K (Freesound clip 10430),https://freesound.org/s/10430/,CC0-1.0,batchku,2026-09-23,2.186,44100,1,unspecified,unspecified,n/a,original,,,,d6f59429c2049756f616b78e0b757564037ccd87b7b16eb473109f9a28bae520,test,10430,dev,Bell,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0074,originals/alarm_or_siren/SS-ALM-0074.wav,Alarm or Siren,FSD50K (Freesound clip 273883),https://freesound.org/s/273883/,CC0-1.0,beskhu,2026-09-23,6.508,44100,1,outdoor,unspecified,n/a,original,,,,240c25a91cfd897e157adf39889677d2fec9c9bfcf4a15ed4bab39aa91e8e1ea,train,273883,dev,"Wind_chime,Chime,Bell",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-ALM-0075,originals/alarm_or_siren/SS-ALM-0075.wav,Alarm or Siren,FSD50K (Freesound clip 245445),https://freesound.org/s/245445/,CC0-1.0,blukotek,2026-09-23,10.083,44100,1,outdoor,unspecified,n/a,original,,,,50b583fb1d2c17c1d8ebb46793ae66a874b4a1c4641bcdf3dbc53f1abc58ae8f,train,245445,eval,"Telephone,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-ALM-0076,originals/alarm_or_siren/SS-ALM-0076.wav,Alarm or Siren,FSD50K (Freesound clip 198841),https://freesound.org/s/198841/,CC-BY-3.0,bone666138,2026-09-23,6.323,44100,1,unspecified,unspecified,n/a,original,,,,e308068e8760904a9c580f464ab72cf22a2ac438ed9da2ffb9394e5d97553d42,train,198841,eval,"Alarm,Mechanisms",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0077,originals/alarm_or_siren/SS-ALM-0077.wav,Alarm or Siren,FSD50K (Freesound clip 393662),https://freesound.org/s/393662/,CC0-1.0,chripei,2026-09-23,5.208,44100,1,outdoor,unspecified,n/a,original,,,,111783c640cd584ca078bff92cb17359d1c702ead1ed74da2e8c3bf884e3ba31,train,393662,dev,"Motor_vehicle_(road),Siren,Vehicle,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,inferred_from_tags,fsd50k_real_v1
SS-ALM-0078,originals/alarm_or_siren/SS-ALM-0078.wav,Alarm or Siren,FSD50K (Freesound clip 84701),https://freesound.org/s/84701/,CC-BY-3.0,cmusounddesign,2026-09-23,13.973,44100,1,outdoor,unspecified,n/a,original,,,,9b6eff80f751b6d05f7caf5c0847f3eccff1d422451cc83abd91ea28317b8b82,train,84701,dev,"Wind_chime,Chime,Bell",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0079,originals/alarm_or_siren/SS-ALM-0079.wav,Alarm or Siren,FSD50K (Freesound clip 17122),https://freesound.org/s/17122/,CC0-1.0,cognito perceptu,2026-09-23,4.697,44100,1,unspecified,unspecified,n/a,original,,,,b160fe29432b873a8f73f63d076a11c6ac0c6cd73b5e009d17a59c146370fd47,test,17122,eval,"Clapping,Bell,Laughter,Human_voice,Hands",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0080,originals/alarm_or_siren/SS-ALM-0080.wav,Alarm or Siren,FSD50K (Freesound clip 159743),https://freesound.org/s/159743/,CC0-1.0,conleec,2026-09-23,20.38,44100,1,unspecified,unspecified,n/a,original,,,,661b761989e75a2aed2da5f1d3217fe406030ea4628f06329119e46cd629960d,train,159743,dev,"Motor_vehicle_(road),Siren,Vehicle,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0081,originals/alarm_or_siren/SS-ALM-0081.wav,Alarm or Siren,FSD50K (Freesound clip 125141),https://freesound.org/s/125141/,CC0-1.0,connersaw8,2026-09-23,0.859,44100,1,unspecified,unspecified,n/a,original,,,,b18e022a5d2ec6c5a6d2486e0ed28e104f617597c4c0c6bd2e746b233422c6bb,train,125141,dev,Bell,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0082,originals/alarm_or_siren/SS-ALM-0082.wav,Alarm or Siren,FSD50K (Freesound clip 50400),https://freesound.org/s/50400/,CC0-1.0,dADDoiT,2026-09-23,6.729,44100,1,studio,unspecified,n/a,original,,,,b298dc9c17365276dbfee9f0a1d3863335a7e093bf1b85881fc69a4fd15aba95,train,50400,dev,"Wind_chime,Chime,Bell",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-ALM-0083,originals/alarm_or_siren/SS-ALM-0083.wav,Alarm or Siren,FSD50K (Freesound clip 377640),https://freesound.org/s/377640/,CC0-1.0,danarobinsondesignsgmailcom,2026-09-23,7.719,44100,1,unspecified,unspecified,n/a,original,,,,7fe0e186bf1726f001c4064c2a6ab3544c7f61d25b694f9b5118f91fe432f362,train,377640,dev,Bell,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0084,originals/alarm_or_siren/SS-ALM-0084.wav,Alarm or Siren,FSD50K (Freesound clip 26271),https://freesound.org/s/26271/,CC-BY-3.0,daveincamas,2026-09-23,29.016,44100,1,outdoor,unspecified,n/a,original,,,,1dcb0f1c9438645bbb1a12c26bf9a9cc7d6552f46226f62944abeff732797616,val,26271,eval,"Crowd,Bell,Music,Livestock_and_farm_animals_and_working_animals,Human_group_actions,Animal",http://creativecommons.org/licenses/by/3.0/,inferred_from_tags,fsd50k_real_v1
SS-ALM-0085,originals/alarm_or_siren/SS-ALM-0085.wav,Alarm or Siren,FSD50K (Freesound clip 57884),https://freesound.org/s/57884/,CC-BY-3.0,dkustic,2026-09-23,1.764,44100,1,outdoor,unspecified,n/a,original,,,,8e9c5e10e275035007e0efa0d0e0ad0de855e5cdc22331c0d0750c8ec7651693,val,57884,dev,"Zipper_(clothing),Telephone,Domestic_sounds_and_home_sounds,Alarm",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0086,originals/alarm_or_siren/SS-ALM-0086.wav,Alarm or Siren,FSD50K (Freesound clip 9674),https://freesound.org/s/9674/,CC-BY-3.0,dobroide,2026-09-23,10.417,44100,1,outdoor,unspecified,n/a,original,,,,08a0f46b14223dbf47f5c3aea24cc4d28baee80d6ad36f77454509116e62072f,test,9674,dev,Alarm,http://creativecommons.org/licenses/by/3.0/,inferred_from_tags,fsd50k_real_v1
SS-ALM-0087,originals/alarm_or_siren/SS-ALM-0087.wav,Alarm or Siren,FSD50K (Freesound clip 35433),https://freesound.org/s/35433/,CC0-1.0,fons,2026-09-23,15.61,44100,1,unspecified,unspecified,n/a,original,,,,dd29fb27d910c180f1818f5a364d52c23c1d5f7a15023f6bcd3b84dd15898a23,train,35433,dev,Alarm,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0088,originals/alarm_or_siren/SS-ALM-0088.wav,Alarm or Siren,FSD50K (Freesound clip 422059),https://freesound.org/s/422059/,CC-BY-3.0,gamebalance,2026-09-23,5.393,44100,1,unspecified,unspecified,n/a,original,,,,b15a3ddc4bd269df57105f280bff88d4b431112478c294b1ea6eda727dfd8e39,train,422059,dev,"Chime,Bell",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0089,originals/alarm_or_siren/SS-ALM-0089.wav,Alarm or Siren,FSD50K (Freesound clip 323122),https://freesound.org/s/323122/,CC0-1.0,geraldfiebig,2026-09-23,8.239,44100,1,indoor,unspecified,n/a,original,,,,6fc069ddd59e0aa6aa5c210bb1875eb39144d39ef1971e0b54a87e8e7e23a087,train,323122,dev,"Bicycle_bell,Alarm,Bicycle,Vehicle,Bell",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-ALM-0090,originals/alarm_or_siren/SS-ALM-0090.wav,Alarm or Siren,FSD50K (Freesound clip 52053),https://freesound.org/s/52053/,CC0-1.0,guitarguy1985,2026-09-23,14.254,44100,1,unspecified,unspecified,n/a,original,,,,73c44adce0192efb56c1c9e1ed857c6340eae5005618e23fd5e8e439323168a9,train,52053,eval,"Male_speech_and_man_speaking,Alarm,Speech,Human_voice",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0091,originals/alarm_or_siren/SS-ALM-0091.wav,Alarm or Siren,FSD50K (Freesound clip 69181),https://freesound.org/s/69181/,Sampling+-1.0,happyband,2026-09-23,2.069,44100,1,unspecified,unspecified,n/a,original,,,,c2ae1cea77e4396b56af55c7a7733ba546ab2b5b3fe17758ff4c59b4e30a1b1b,val,69181,dev,"Bell,Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",http://creativecommons.org/licenses/sampling+/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0092,originals/alarm_or_siren/SS-ALM-0092.wav,Alarm or Siren,FSD50K (Freesound clip 80341),https://freesound.org/s/80341/,CC0-1.0,hyderpotter,2026-09-23,6.004,44100,1,unspecified,unspecified,n/a,original,,,,a0b00c5b39447a8e1051ca149e4f67bd7a78eb89d3988d3eed8455f3ae79a6ba,val,80341,dev,"Telephone,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0093,originals/alarm_or_siren/SS-ALM-0093.wav,Alarm or Siren,FSD50K (Freesound clip 88243),https://freesound.org/s/88243/,CC0-1.0,iut_Paris8,2026-09-23,0.3,44100,1,indoor,unspecified,n/a,original,,,,b798e6a1581066c570716223089d413efcb88d1ec9a7a0c8422041df98878993,train,88243,dev,"Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,inferred_from_tags,fsd50k_real_v1
SS-ALM-0094,originals/alarm_or_siren/SS-ALM-0094.wav,Alarm or Siren,FSD50K (Freesound clip 235458),https://freesound.org/s/235458/,CC0-1.0,jcdecha,2026-09-23,12.479,44100,1,unspecified,unspecified,n/a,original,,,,6ae263688632f3f9436a2aa7b351ec1162c1af94a75efc17b3c3868b9ff97ef2,test,235458,dev,Bell,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0095,originals/alarm_or_siren/SS-ALM-0095.wav,Alarm or Siren,FSD50K (Freesound clip 189754),https://freesound.org/s/189754/,CC-BY-3.0,jiserte,2026-09-23,0.967,44100,1,unspecified,unspecified,n/a,original,,,,716466fa1e6a1a9220e2c7eaa305876be45dbb5cdb4d9c28e2f92b555b985b51,train,189754,eval,"Chatter,Bicycle_bell,Human_group_actions,Bicycle,Vehicle,Alarm,Bell",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0096,originals/alarm_or_siren/SS-ALM-0096.wav,Alarm or Siren,FSD50K (Freesound clip 33723),https://freesound.org/s/33723/,CC-BY-3.0,jobro,2026-09-23,1.714,44100,1,unspecified,unspecified,n/a,original,,,,e2d1e5067c344c4e3380d6eb89b5518423a2e7f85c72b9d3a361c940cea85f54,train,33723,dev,Alarm,http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0097,originals/alarm_or_siren/SS-ALM-0097.wav,Alarm or Siren,FSD50K (Freesound clip 78201),https://freesound.org/s/78201/,CC-BY-3.0,joedeshon,2026-09-23,16.232,44100,1,outdoor,unspecified,n/a,original,,,,9ec758d7fafaffdac8f63a1481b5d95e25130d1ceda9d4824a7dfc43fcd568fd,test,78201,eval,"Chime,Bell",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0098,originals/alarm_or_siren/SS-ALM-0098.wav,Alarm or Siren,FSD50K (Freesound clip 17091),https://freesound.org/s/17091/,CC-BY-3.0,jppi_Stu,2026-09-23,12.025,44100,1,outdoor,unspecified,n/a,original,,,,1585802264ab7bdf62e6debc9868624d6446986d450bf38788b11477f87a58e3,train,17091,eval,"Wind_chime,Wood,Chime,Bell",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0099,originals/alarm_or_siren/SS-ALM-0099.wav,Alarm or Siren,FSD50K (Freesound clip 75104),https://freesound.org/s/75104/,CC-BY-3.0,juskiddink,2026-09-23,12.546,44100,1,outdoor,unspecified,n/a,original,,,,6d9c52849c0f0e03f0a2fdd110cca7e36b8250be1d51652984380623cf74bf5c,train,75104,eval,"Telephone,Alarm",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0100,originals/alarm_or_siren/SS-ALM-0100.wav,Alarm or Siren,FSD50K (Freesound clip 170876),https://freesound.org/s/170876/,CC0-1.0,kevenmw,2026-09-23,2.639,44100,1,outdoor,unspecified,n/a,original,,,,d4d959d50dbb518fce5222d168170fdfbed2f5b63ed1cfba4ecd87a41c24be40,train,170876,eval,"Ringtone,Keyboard_(musical),Musical_instrument,Music,Telephone,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-ALM-0101,originals/alarm_or_siren/SS-ALM-0101.wav,Alarm or Siren,FSD50K (Freesound clip 197222),https://freesound.org/s/197222/,CC-BY-3.0,knova,2026-09-23,2.077,44100,1,unspecified,unspecified,n/a,original,,,,25cb40b2915a865b5c88906334294553f15a27fe7cf123d3ec8868f608a2210a,train,197222,eval,"Ringtone,Keyboard_(musical),Musical_instrument,Music,Telephone,Alarm",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0102,originals/alarm_or_siren/SS-ALM-0102.wav,Alarm or Siren,FSD50K (Freesound clip 345737),https://freesound.org/s/345737/,CC0-1.0,knufds,2026-09-23,2.336,44100,1,unspecified,unspecified,n/a,original,,,,f06f40581dffca0acbfa950839a5b950e711952a01e6b5ea5e37dc424b8fd5e6,train,345737,eval,"Ringtone,Telephone,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0103,originals/alarm_or_siren/SS-ALM-0103.wav,Alarm or Siren,FSD50K (Freesound clip 244927),https://freesound.org/s/244927/,CC-BY-3.0,kwahmah_02,2026-09-23,7.36,44100,1,outdoor,unspecified,n/a,original,,,,d3b09ba96c01ba7be096864412215f5174bd33e3c10c052465f604bf7482ae23,train,244927,dev,Alarm,http://creativecommons.org/licenses/by/3.0/,inferred_from_tags,fsd50k_real_v1
SS-ALM-0104,originals/alarm_or_siren/SS-ALM-0104.wav,Alarm or Siren,FSD50K (Freesound clip 141308),https://freesound.org/s/141308/,CC0-1.0,lluiset7,2026-09-23,24.634,44100,1,unspecified,unspecified,n/a,original,,,,86c87265b791b7f372a80e86460f49ed618588656e72d6a6d11c9fba3bfd0956,train,141308,eval,Alarm,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0105,originals/alarm_or_siren/SS-ALM-0105.wav,Alarm or Siren,FSD50K (Freesound clip 328823),https://freesound.org/s/328823/,CC-BY-3.0,magedu,2026-09-23,4.268,44100,1,unspecified,unspecified,n/a,original,,,,496df04f7e14a51a2096bdbd12292340633f22a3fac686bcfad388b671341b4e,val,328823,dev,"Bicycle_bell,Alarm,Bicycle,Vehicle,Bell",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0106,originals/alarm_or_siren/SS-ALM-0106.wav,Alarm or Siren,FSD50K (Freesound clip 196368),https://freesound.org/s/196368/,CC-BY-3.0,maisonsonique,2026-09-23,9.493,44100,1,indoor,unspecified,n/a,original,,,,78a86e69a492241ba6a21eee49b8ccb32589bbbf951c6a5345c273f54369d719,train,196368,dev,"Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0107,originals/alarm_or_siren/SS-ALM-0107.wav,Alarm or Siren,FSD50K (Freesound clip 411515),https://freesound.org/s/411515/,CC-BY-3.0,mcmacca,2026-09-23,7.576,44100,1,unspecified,unspecified,n/a,original,,,,521c76f271078b60dc8f6f691d2b149315ed67b671c1d7f336ca5fb9215dd7cd,train,411515,dev,"Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0108,originals/alarm_or_siren/SS-ALM-0108.wav,Alarm or Siren,FSD50K (Freesound clip 255193),https://freesound.org/s/255193/,CC-BY-3.0,michael_kur95,2026-09-23,14.78,44100,1,outdoor,unspecified,n/a,original,,,,32dd12a0d17cf2d81f418aa6a08a07b4968766ede09f63bb579fae5aaf54e444,train,255193,dev,Alarm,http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0109,originals/alarm_or_siren/SS-ALM-0109.wav,Alarm or Siren,FSD50K (Freesound clip 267881),https://freesound.org/s/267881/,CC0-1.0,mickleness,2026-09-23,2.364,44100,1,indoor,unspecified,n/a,original,,,,07d6345827f1fbfcd35d635a0051bc4601912c9960c93368be8e8a57c07e2874,train,267881,dev,"Ringtone,Telephone,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-ALM-0110,originals/alarm_or_siren/SS-ALM-0110.wav,Alarm or Siren,FSD50K (Freesound clip 108797),https://freesound.org/s/108797/,CC0-1.0,mojomills,2026-09-23,19.226,44100,1,unspecified,unspecified,n/a,original,,,,eb16037935a7f69528ce0e646ea480bae7c6da570d223432864b6ddfaabd8ca2,test,108797,dev,"Ringtone,Telephone,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0111,originals/alarm_or_siren/SS-ALM-0111.wav,Alarm or Siren,FSD50K (Freesound clip 58385),https://freesound.org/s/58385/,CC-BY-3.0,morgantj,2026-09-23,22.911,44100,1,outdoor,unspecified,n/a,original,,,,12d3221a09d14dd4341b5cfd73d823394e5dfb0c20229474fef073a4ebd1bfa7,test,58385,eval,"Wind_chime,Wind,Chime,Bell",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0112,originals/alarm_or_siren/SS-ALM-0112.wav,Alarm or Siren,FSD50K (Freesound clip 335964),https://freesound.org/s/335964/,CC-BY-3.0,newagesoup,2026-09-23,2.083,44100,1,unspecified,unspecified,n/a,original,,,,1f1c8dd7baaa1618a5fb5952611aeb731e3918a8da7eb9c7adf86fb4b220ac26,train,335964,dev,"Glockenspiel,Bell,Mallet_percussion,Percussion,Musical_instrument,Music",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0113,originals/alarm_or_siren/SS-ALM-0113.wav,Alarm or Siren,FSD50K (Freesound clip 120831),https://freesound.org/s/120831/,CC0-1.0,odilonmarcenaro,2026-09-23,17.784,44100,1,indoor,unspecified,n/a,original,,,,8f892b5f7585d454a3544dbad8b3f7aa36d4280ed8ca707a8e18807feecbddab,train,120831,eval,"Chatter,Church_bell,Human_group_actions,Bell",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-ALM-0114,originals/alarm_or_siren/SS-ALM-0114.wav,Alarm or Siren,FSD50K (Freesound clip 121750),https://freesound.org/s/121750/,CC-BY-3.0,ondrosik,2026-09-23,0.77,44100,1,unspecified,unspecified,n/a,original,,,,9ce10499cd18f76cacaa3cf16d53a5bb01e201452839b0160c3e4646b5db41a8,train,121750,dev,"Telephone,Alarm",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0115,originals/alarm_or_siren/SS-ALM-0115.wav,Alarm or Siren,FSD50K (Freesound clip 273344),https://freesound.org/s/273344/,CC0-1.0,othercee,2026-09-23,19.846,44100,1,studio,unspecified,n/a,original,,,,3b6fcd6c379709b0f927af031ffe963f9d5a6b6b94e5ca413eb58252169f9b26,train,273344,dev,"Telephone,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-ALM-0116,originals/alarm_or_siren/SS-ALM-0116.wav,Alarm or Siren,FSD50K (Freesound clip 382805),https://freesound.org/s/382805/,CC-BY-3.0,pjcohen,2026-09-23,1.401,44100,1,outdoor,unspecified,n/a,original,,,,beedbbe2f699f9d5b7e79c89a07eeb9acc9617c709bc20ba0bb24ff42b17c190,train,382805,dev,"Cowbell,Bell",http://creativecommons.org/licenses/by/3.0/,inferred_from_tags,fsd50k_real_v1
SS-ALM-0117,originals/alarm_or_siren/SS-ALM-0117.wav,Alarm or Siren,FSD50K (Freesound clip 351284),https://freesound.org/s/351284/,CC-BY-3.0,pogmothoin,2026-09-23,2.688,44100,1,unspecified,unspecified,n/a,original,,,,a17d12628f214293036620d32a8851ad55d684a0a3033d38fda923c93731f2a4,train,351284,eval,"Ringtone,Marimba_and_xylophone,Keyboard_(musical),Musical_instrument,Music,Telephone,Alarm,Mallet_percussion,Percussion",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0118,originals/alarm_or_siren/SS-ALM-0118.wav,Alarm or Siren,FSD50K (Freesound clip 11617),https://freesound.org/s/11617/,CC-BY-3.0,psakion,2026-09-23,18.442,44100,1,outdoor,unspecified,n/a,original,,,,b6bafbe114fc24cb3ea26bc10a707e07ce86354d90354e99065fd9b2ceccfebe,train,11617,dev,"Rain,Chime,Water,Bell",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0119,originals/alarm_or_siren/SS-ALM-0119.wav,Alarm or Siren,FSD50K (Freesound clip 67616),https://freesound.org/s/67616/,CC0-1.0,qubodup,2026-09-23,5.925,44100,1,unspecified,unspecified,n/a,original,,,,a6049e55340e06eb73c987760e723a686126f9c3fe9e969efadd6b809fc1d701,train,67616,dev,Alarm,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0120,originals/alarm_or_siren/SS-ALM-0120.wav,Alarm or Siren,FSD50K (Freesound clip 72571),https://freesound.org/s/72571/,CC0-1.0,relwin,2026-09-23,5.272,44100,1,unspecified,unspecified,n/a,original,,,,601e96102ec23cfbb14df15c0c0d08d3904945b3f4f8371d1a32c61a8640c051,train,72571,eval,"Bell,Mechanisms",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0121,originals/alarm_or_siren/SS-ALM-0121.wav,Alarm or Siren,FSD50K (Freesound clip 127551),https://freesound.org/s/127551/,CC0-1.0,romulofs,2026-09-23,2.592,44100,1,unspecified,unspecified,n/a,original,,,,fce19c96cbb6a01b4f398583639a7712ff97d59343c4d8d3a199b7378388d4e4,test,127551,dev,Bell,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0122,originals/alarm_or_siren/SS-ALM-0122.wav,Alarm or Siren,FSD50K (Freesound clip 110402),https://freesound.org/s/110402/,CC-BY-3.0,sandyrb,2026-09-23,7.013,44100,1,indoor,unspecified,n/a,original,,,,4635054e6510388101c52e8816efe64f7d7f632a4d810b3c3a9a8ad8f6c6d724,train,110402,dev,"Church_bell,Percussion,Musical_instrument,Music,Bell",http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0123,originals/alarm_or_siren/SS-ALM-0123.wav,Alarm or Siren,FSD50K (Freesound clip 66288),https://freesound.org/s/66288/,CC-BY-3.0,soundplusdesign,2026-09-23,4.386,44100,1,unspecified,unspecified,n/a,original,,,,2924762c5282ca46afa367efac697d79b617a040c9ab1194e2570dcafed676fd,train,66288,dev,"Telephone,Alarm",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
SS-ALM-0124,originals/alarm_or_siren/SS-ALM-0124.wav,Alarm or Siren,FSD50K (Freesound clip 99624),https://freesound.org/s/99624/,CC0-1.0,tec studios,2026-09-23,8.0,44100,1,unspecified,unspecified,n/a,original,,,,ac448beb4878dac6f8bb2eb349d8a076c2d61df83f1f4bc66d1e79fe014008d1,test,99624,dev,Bell,http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0125,originals/alarm_or_siren/SS-ALM-0125.wav,Alarm or Siren,FSD50K (Freesound clip 159758),https://freesound.org/s/159758/,CC0-1.0,timgormly,2026-09-23,0.359,44100,1,unspecified,unspecified,n/a,original,,,,3d5afacf8310814f2635e4ede54ed5a6fefd849cc11cc44f65e8f5ec797a3704,test,159758,eval,"Cowbell,Bell",http://creativecommons.org/publicdomain/zero/1.0/,unmatched,fsd50k_real_v1
SS-ALM-0126,originals/alarm_or_siren/SS-ALM-0126.wav,Alarm or Siren,FSD50K (Freesound clip 321676),https://freesound.org/s/321676/,CC0-1.0,tt_runscript,2026-09-23,0.512,44100,1,indoor,unspecified,n/a,original,,,,997d4af0c20afafc060be4555e2964c20501ea97079455ecfefd88a694939a11,val,321676,dev,Alarm,http://creativecommons.org/publicdomain/zero/1.0/,inferred_from_tags,fsd50k_real_v1
SS-ALM-0127,originals/alarm_or_siren/SS-ALM-0127.wav,Alarm or Siren,FSD50K (Freesound clip 135584),https://freesound.org/s/135584/,CC0-1.0,univ_lyon3,2026-09-23,3.0,44100,1,outdoor,unspecified,n/a,original,,,,e5c795cc706201236b4446cacd74129434f3f6451131cf1903b9cdbf9b602068,train,135584,dev,"Telephone,Alarm",http://creativecommons.org/publicdomain/zero/1.0/,stated,fsd50k_real_v1
SS-ALM-0128,originals/alarm_or_siren/SS-ALM-0128.wav,Alarm or Siren,FSD50K (Freesound clip 64073),https://freesound.org/s/64073/,CC-BY-3.0,vtkproductions.com,2026-09-23,7.079,44100,1,indoor,unspecified,n/a,original,,,,a351c733ba9bed70338067653e73d1f92bfb15b0eb65ba7a4550be0aa010a3fe,train,64073,eval,Alarm,http://creativecommons.org/licenses/by/3.0/,stated,fsd50k_real_v1
SS-ALM-0129,originals/alarm_or_siren/SS-ALM-0129.wav,Alarm or Siren,FSD50K (Freesound clip 122266),https://freesound.org/s/122266/,CC-BY-3.0,zimbot,2026-09-23,0.594,44100,1,unspecified,unspecified,n/a,original,,,,ae924c4dcb12fa285c06c62af7e069fc871d541d0cff6f65aff880217ff3458a,train,122266,dev,"Ringtone,Telephone,Alarm",http://creativecommons.org/licenses/by/3.0/,unmatched,fsd50k_real_v1
